Thématique;Contenu;Contenu_texte
Quotient intellectuel;"<post n=""0"" when-iso=""2005-09-11T05:12"" who=""psn:cmr-wikiconflits-ip00037"" xml:id=""cmr-wiki-c001-a25"">
<p>Et quand je vois aussi que sur la page <ref target=""https://fr.wikipedia.org/wiki/Intelligence"">Intelligence</ref> il est dit que
              <hi rend=""italic"">« L'intelligence, c'est ce que mesurent les tests d'intelligence
              »</hi>, il y a vraiment un problème. (désolé pour la réponse trop longue) --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:84.101.175.235"">84.101.175.235</ref> 11 septembre 2005 à 05:12 (CEST)</signed></post>";"
Et quand je vois aussi que sur la page Intelligence il est dit que
              « L'intelligence, c'est ce que mesurent les tests d'intelligence
              », il y a vraiment un problème. (désolé pour la réponse trop longue) --
84.101.175.235 11 septembre 2005 à 05:12 (CEST)"
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a25"" when-iso=""2005-09-26T16:28"" who=""psn:cmr-wikiconflits-ip00488"" xml:id=""cmr-wiki-c001-a26"">
<p>Cette discussion-là ne concerne pas le présent article. </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:81.65.27.14"">81.65.27.14</ref> 26 septembre 2005 à 16:28 (CEST)</signed></post>";"
Cette discussion-là ne concerne pas le présent article. 
81.65.27.14 26 septembre 2005 à 16:28 (CEST)"
Quotient intellectuel;"<post n=""2"" ref=""#cmr-wiki-c001-a26"" when-iso=""2005-09-26T20:42"" who=""psn:cmr-wikiconflits-ip00910"" xml:id=""cmr-wiki-c001-a27"">
<p>Si elle le concerne. Tu prétends que les QI représentent l'intelligence et ça ne te
            gêne pas que l'intelligence elle même ne soit pas définie (et pire, ramène directement à
            cet article). Aucune honnêteté intellectuelle. --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:84.101.175.97"">84.101.175.97</ref> 26 septembre 2005 à 20:42 (CEST)</signed></post>";"
Si elle le concerne. Tu prétends que les QI représentent l'intelligence et ça ne te
            gêne pas que l'intelligence elle même ne soit pas définie (et pire, ramène directement à
            cet article). Aucune honnêteté intellectuelle. --
84.101.175.97 26 septembre 2005 à 20:42 (CEST)"
Quotient intellectuel;"<post n=""0"" when-iso=""2005-09-26T20:56"" who=""psn:cmr-wikiconflits-ip00910"" xml:id=""cmr-wiki-c001-a28"">
<p>La forme actuelle me convient. --</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:84.101.175.97"">84.101.175.97</ref> 26 septembre 2005 à 20:56 (CEST)</signed></post>";"
La forme actuelle me convient. --
84.101.175.97 26 septembre 2005 à 20:56 (CEST)"
Quotient intellectuel;"<post n=""0"" when-iso=""2008-01-29T11:56"" who=""psn:cmr-wikiconflits-p347437"" xml:id=""cmr-wiki-c001-a29"">
<p>Pour respecter la neutralité de point de vue j'ai réécrit la dernière phrase de
            l'intro. Elle me semblait trop subjective. -- <ref target=""https://fr.wikipedia.org/wiki/User:freefater"">Freefater</ref> (<ref target=""https://fr.wikipedia.org/wiki/User_talk:freefater"">d</ref>) 29 janvier 2008 à
            11:56 (CET)</p></post>";"
Pour respecter la neutralité de point de vue j'ai réécrit la dernière phrase de
            l'intro. Elle me semblait trop subjective. -- Freefater (d) 29 janvier 2008 à
            11:56 (CET)"
Quotient intellectuel;"<post n=""0"" when-iso=""2006-01-05T21:18"" who=""psn:cmr-wikiconflits-ip02112"" xml:id=""cmr-wiki-c001-a30"">
<p>Je lis : <hi rend=""italic"">le QI des parents influe sur celui des enfants, qui a
              néanmoins tendance à se situer entre la moyenne nationale et celui des parents.
              Contrairement à une idée reçue, cette loi n'implique pas une diminution de la variance
              du QI</hi>.</p>
<p>Je ne vois là nulle ""idée réçue"", mais au contraire un résultat pas trop difficile à
            montrer mathématiquement : si tous les rejetons d'une génération 1 ont un QI compris
            entre celui de leurs parents et celui de la population, alors <hi rend=""bold"">nécessairement</hi> la variance de la génération 2 sera inférieure ! </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:81.65.26.198"">81.65.26.198</ref> 5 janvier 2006 à 21:18 (CET)</signed></post>";"
Je lis : le QI des parents influe sur celui des enfants, qui a
              néanmoins tendance à se situer entre la moyenne nationale et celui des parents.
              Contrairement à une idée reçue, cette loi n'implique pas une diminution de la variance
              du QI.
Je ne vois là nulle ""idée réçue"", mais au contraire un résultat pas trop difficile à
            montrer mathématiquement : si tous les rejetons d'une génération 1 ont un QI compris
            entre celui de leurs parents et celui de la population, alors nécessairement la variance de la génération 2 sera inférieure ! 
81.65.26.198 5 janvier 2006 à 21:18 (CET)"
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a30"" when-iso=""2006-03-01T17:22"" who=""psn:cmr-wikiconflits-p67698"" xml:id=""cmr-wiki-c001-a31"">
<p>Tu n'as pas bien lu l'affirmation que tu cites et considères comme fausse. D'accord, si
            tous les rejetons d'une génération 1 on un QI strictement compris entre celui de leurs
            parents et celui de la population, alors la variance de la génération 2 sera strictement
            inférieure. En revanche, si tous les rejetons d'une génération 1 on un QI <hi rend=""italic"">moyen</hi> strictement compris entre celui de leurs parents et celui de
            la population, on ne peut rien conclure.</p>
<p>Un exemple avec une population très simple: mettons qu'on a un escargot qui fait un
            enfant et un seul.</p>
<p>Soient <formula>QIPapa</formula> et <formula>Perturbation</formula> deux v.a.
            gaussiennes, indépendantes, de moyenne nulle et de variance 1. On définit la loi du QI
            du bébé escargot par : <formula>QIBebe=1/\sqrt{2}*(QIPapa+Perturbation)</formula>.</p>
<p>Si on ne connaît pas le QI du papa (population globale):</p>
<p>
<formula>E(QIBebe)= 1/\sqrt{2}*(E(QIPapa)+E(Perturbation))=0=E(QIPapa)</formula>
</p>
<p>
<formula>E(QIBebe^2)=
              rac{1}{2}*(E(QIPapa^2)+E(Perturbation^2))=1=E(QIPapa^2)</formula>
</p>
<p>La variance est stable, ainsi que la moyenne d'ailleurs. Maintenant calculons
            l'espérance du QI du bébé connaissant le QI du papa (influence du QI du papa sur le QI
            du bébé):</p>
<p><formula>E(QIBebe/QIPapa)=1/\sqrt{2}*E(QIPapa)</formula>.</p>
<p>L'espérance de QIBebe connaissant QIPapa se situe strictement entre QIPapa et 0.</p>
<p>Bon voilà.</p></post>";"
Tu n'as pas bien lu l'affirmation que tu cites et considères comme fausse. D'accord, si
            tous les rejetons d'une génération 1 on un QI strictement compris entre celui de leurs
            parents et celui de la population, alors la variance de la génération 2 sera strictement
            inférieure. En revanche, si tous les rejetons d'une génération 1 on un QI moyen strictement compris entre celui de leurs parents et celui de
            la population, on ne peut rien conclure.
Un exemple avec une population très simple: mettons qu'on a un escargot qui fait un
            enfant et un seul.
Soient QIPapa et Perturbation deux v.a.
            gaussiennes, indépendantes, de moyenne nulle et de variance 1. On définit la loi du QI
            du bébé escargot par : QIBebe=1/\sqrt{2}*(QIPapa+Perturbation).
Si on ne connaît pas le QI du papa (population globale):

E(QIBebe)= 1/\sqrt{2}*(E(QIPapa)+E(Perturbation))=0=E(QIPapa)


E(QIBebe^2)=
              rac{1}{2}*(E(QIPapa^2)+E(Perturbation^2))=1=E(QIPapa^2)

La variance est stable, ainsi que la moyenne d'ailleurs. Maintenant calculons
            l'espérance du QI du bébé connaissant le QI du papa (influence du QI du papa sur le QI
            du bébé):
E(QIBebe/QIPapa)=1/\sqrt{2}*E(QIPapa).
L'espérance de QIBebe connaissant QIPapa se situe strictement entre QIPapa et 0.
Bon voilà."
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a31"" when-iso=""2006-07-27T16:58"" who=""psn:cmr-wikiconflits-ip00846"" xml:id=""cmr-wiki-c001-a32"">
<p>Voici un autre exemple avec deux escargots, un au QI de 125 et l'autre au QI de 75.
            Imaginons que leurs enfants aient, conformément à la ""prévision"" d'Eysenck, par exemple
            115 et 85. Ainsi donc selon toi la variance ne change pas ? :-D </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:81.64.199.142"">81.64.199.142</ref> 27 juillet 2006 à 16:58 (CEST)</signed></post>";"Voici un autre exemple avec deux escargots, un au QI de 125 et l'autre au QI de 75.
            Imaginons que leurs enfants aient, conformément à la ""prévision"" d'Eysenck, par exemple
            115 et 85. Ainsi donc selon toi la variance ne change pas ? :-D 
81.64.199.142 27 juillet 2006 à 16:58 (CEST)"
Quotient intellectuel;"<post n=""0"" when-iso=""2006-03-29T15:38"" who=""psn:cmr-wikiconflits-p1017"" xml:id=""cmr-wiki-c001-a33"">
<p>Je n'y connais rien, donc je déplace juste cela ici. Merci de le reformuler le cas
            échéant et de remettre ce qui a lieu d'être dans l'article. C'était situé dans la
            section <ref target=""https://fr.wikipedia.org/wiki/Quotient_intellectuel#historique_simplifié"">Quotient intellectuel#Historique simplifié</ref>, entre la fin de l'item 1939 et le
            début de l'item 1961.<lb/> -- </p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:alno"">AlNo</ref>
<ref target=""https://fr.wikipedia.org/wiki/Discussion_utilisateur:alno"">(m'écrire)</ref>
            29 mars 2006 à 15:38 (CEST)</signed></post>";"
Je n'y connais rien, donc je déplace juste cela ici. Merci de le reformuler le cas
            échéant et de remettre ce qui a lieu d'être dans l'article. C'était situé dans la
            section Quotient intellectuel#Historique simplifié, entre la fin de l'item 1939 et le
            début de l'item 1961. -- 
AlNo
(m'écrire)
            29 mars 2006 à 15:38 (CEST)"
Quotient intellectuel;"<post n=""1"" ref=""#cmr-wiki-c001-a34"" when-iso=""2006-03-19T19:52"" who=""psn:cmr-wikiconflits-ip02174"" xml:id=""cmr-wiki-c001-a34"">
<p>L'existence du facteur <hi rend=""italic"">g</hi> n'en est pas pour autant mise en cause
            : celui-ci se retrouve en tronc commun, probablement cognitif, des autres
            facteurs.Thurstone réfute ainsi la thèse du facteur générale de Spearman dans une étude
            publiée en 1938 (""Primary mental abilities"", Chicago: University of Chicago press,
            Psychometric monographs 1) ""Jusqu'à présent, dans notre travail, nous n'avons pas trouvé
            le facteur g de Spearman. [...] Pour autant que nous puissions le dire actuellement, les
            tests qu'on a supposés saturés en ce facteur général commun répartissent leur variance
            en facteurs général qui ne sont pas présents dans tous les tests. Nous n'avons rencontré
            aucun facteur général commun dans la baterie des 56 tests qui ont été analysés dans
            cette étude."" (Dans Stephen Jay Gould ""La mal-mesure de l'homme"", Éditions Ramsay,
            Paris, 1983).--</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:64.18.185.49"">64.18.185.49</ref> 19 mars 2006 à 19:52 (CET)</signed></post>";"
L'existence du facteur g n'en est pas pour autant mise en cause
            : celui-ci se retrouve en tronc commun, probablement cognitif, des autres
            facteurs.Thurstone réfute ainsi la thèse du facteur générale de Spearman dans une étude
            publiée en 1938 (""Primary mental abilities"", Chicago: University of Chicago press,
            Psychometric monographs 1) ""Jusqu'à présent, dans notre travail, nous n'avons pas trouvé
            le facteur g de Spearman. [...] Pour autant que nous puissions le dire actuellement, les
            tests qu'on a supposés saturés en ce facteur général commun répartissent leur variance
            en facteurs général qui ne sont pas présents dans tous les tests. Nous n'avons rencontré
            aucun facteur général commun dans la baterie des 56 tests qui ont été analysés dans
            cette étude."" (Dans Stephen Jay Gould ""La mal-mesure de l'homme"", Éditions Ramsay,
            Paris, 1983).--
64.18.185.49 19 mars 2006 à 19:52 (CET)"
Quotient intellectuel;"<post n=""0"" when-iso=""2006-04-22T20:49"" who=""psn:cmr-wikiconflits-ip00007"" xml:id=""cmr-wiki-c001-a35"">
<p>Voici une critique des tests d'intelligence que m'a envoyé un site Ivoirien:</p>
<p>
<ref target=""http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm"">http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm</ref>
</p>
<p>Attention! Le reste de ce site est très satirique! (anti-raciste mais pas
            anti-français)</p>
<p>Ce texte est intéressant car certains de ses arguments sont très pertinents.</p>
<p>Par exemple sa critique des résultats de Lynn et Vanhanen (QI Guinée
            Éqautoriale=59):</p>
<p>
<ref target=""http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm#1"">http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm#1</ref>
</p>
<p>On y parle également de plusieurs études Européennes et de Eysenck.</p>
<signed><ref target=""https://fr.wikipedia.org/wiki/Utilisateur:217.233.94.112"">217.233.94.112</ref> 22 avril 2006 à 20:49 (CEST)</signed></post>";"
Voici une critique des tests d'intelligence que m'a envoyé un site Ivoirien:

http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm

Attention! Le reste de ce site est très satirique! (anti-raciste mais pas
            anti-français)
Ce texte est intéressant car certains de ses arguments sont très pertinents.
Par exemple sa critique des résultats de Lynn et Vanhanen (QI Guinée
            Éqautoriale=59):

http://cipdtf.ruwenzori.net/iquiz/RacismeLesTestsDIntelligence.htm#1

On y parle également de plusieurs études Européennes et de Eysenck.
217.233.94.112 22 avril 2006 à 20:49 (CEST)"
